,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,videoid,publish_time,channelId,title,cover_url,channelTitle,tag,duration,caption,defaultAudioLanguage,viewcount,likecount,favoritecount,commentcount,cover_word,channel_start_date,channelname,channel_cover,bannerExternalUrl,topicCategories,channel_view,subscriberCount,hiddenSubscriberCount,videoCount,hour,minute,second,day,duration_in_sec,topic_cat,topic_Electronic_music,topic_Society,topic_Sport,topic_Food,topic_Rhythm_and_blues,topic_Independent_music,topic_Humour,topic_Racing_video_game,topic_Knowledge,topic_Politics,topic_Video_game_culture,topic_Reggae,topic_Television_program,topic_Baseball,topic_Casual_game,topic_Mixed_martial_arts,topic_Health,topic_Action_game,topic_Basketball,topic_Pet,topic_Lifestyle_(sociology),topic_American_football,topic_Religion,topic_Soul_music,topic_Music,topic_Strategy_video_game,topic_Classical_music,topic_Fashion,topic_Volleyball,topic_Physical_fitness,topic_Tourism,topic_Rock_music,topic_Music_video_game,topic_Simulation_video_game,topic_Cricket,topic_Entertainment,topic_Pop_music,topic_Tennis,topic_Action-adventure_game,topic_Music_of_Asia,topic_Hobby,topic_Professional_wrestling,topic_Puzzle_video_game,topic_Jazz,topic_Physical_attractiveness,topic_Vehicle,topic_Boxing,topic_Business,topic_Role-playing_video_game,topic_Hip_hop_music,topic_Motorsport,topic_Christian_music,topic_Association_football,topic_Ice_hockey,topic_Technology,topic_Military,topic_Film,topic_Country_music,topic_Performing_arts,topic_Golf,topic_Sports_game,topic_Music_of_Latin_America,music,channel_week,week,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,channel_year_1970,channel_year_2005,channel_year_2006,channel_year_2007,channel_year_2008,channel_year_2009,channel_year_2010,channel_year_2011,channel_year_2012,channel_year_2013,channel_year_2014,channel_year_2015,channel_year_2016,channel_year_2017,channel_year_2018,channel_year_2019,channel_year_2020,channel_year_2021,channel_year_2022,channel_month_1,channel_month_2,channel_month_3,channel_month_4,channel_month_5,channel_month_6,channel_month_7,channel_month_8,channel_month_9,channel_month_10,channel_month_11,channel_month_12,dimension_2d,dimension_3d,definition_hd,definition_sd,country_AE,country_AF,country_AL,country_AM,country_AR,country_AT,country_AU,country_AZ,country_BA,country_BD,country_BE,country_BG,country_BH,country_BM,country_BO,country_BR,country_BY,country_CA,country_CH,country_CL,country_CN,country_CO,country_CR,country_CY,country_CZ,country_DE,country_DK,country_DZ,country_EC,country_EE,country_EG,country_ES,country_FI,country_FR,country_GB,country_GE,country_GH,country_GL,country_GR,country_HK,country_HR,country_HU,country_ID,country_IE,country_IL,country_IN,country_IR,country_IS,country_IT,country_JM,country_JO,country_JP,country_KE,country_KH,country_KR,country_KW,country_KY,country_KZ,country_LB,country_LK,country_LT,country_LU,country_LV,country_MA,country_MT,country_MX,country_MY,country_NG,country_NL,country_NO,country_NP,country_NZ,country_None,country_OM,country_PA,country_PE,country_PH,country_PK,country_PL,country_PR,country_PT,country_QA,country_RO,country_RS,country_RU,country_SA,country_SE,country_SG,country_SI,country_SK,country_SN,country_SV,country_TH,country_TN,country_TR,country_TT,country_TW,country_TZ,country_UA,country_UG,country_US,country_UY,country_UZ,country_VG,country_VN,country_YE,country_ZA,country_ZW,cosine_sim,colourfulness,contrast,saturation
29343,29343,29343,29448,sZl2wUgASyk,2021-06-17T09:43:16Z,UC35j4qKMoRIkrxyNyWIInog,Sixty5o2 - The Operating System for Ben Eater's 6502 Breadboard Computer,https://i.ytimg.com/vi/sZl2wUgASyk/hqdefault.jpg,8bitnews,"8-bit,8 bit,6502,Retro,Ben Eater,Breadboard Computer,Breadboard,Electronics,Microelectronics,Microprocessor,Jan Roesner,8bitnews,8bitnews.io",PT15M52S,True,en-US,23064.0,1178.0,0,93,"a A
“ “s, Operating System

| forBen Eater‘s
=| 6502 Breadhoard
Computer

REALLY!

ae A
",2021-04-26T14:27:50.191653Z,8bitnews,https://yt3.ggpht.com/ytc/AMLnZu8KwtdWFD735UT_dzU20MfzBH-nAz2C8Mh6rYmP=s800-c-k-c0x00ffffff-no-rj,None,None,23358.0,878.0,0.0,1.0,0,15,52,0,952,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848895263723159,50.02311694072733,72.14705990585891,68.74625
7816,7816,7816,7836,8j6cueDgjIU,2017-11-10T21:25:14Z,UCqwxJts-6yF33rupyF_DCsA,The Rules that Rule Japan,https://i.ytimg.com/vi/8j6cueDgjIU/hqdefault.jpg,Life Where I'm From,"Japan,rules,tokyo,pedestrians,zoning,traffic,walking,bicycles,automobiles,driving,food,buildings,trains,cell phones,running,shinto,buddhist,praying,shrines,temples,parks",PT17M52S,True,en,3198918.0,58556.0,0,4349,,2015-04-13T01:38:22Z,Life Where I'm From,https://yt3.ggpht.com/ytc/AMLnZu_C5VuoaLaqw_VmOC9Ws4rpR1xqhGa2ApmFE_l3LQ=s800-c-k-c0x00ffffff-no-rj,https://lh3.googleusercontent.com/9yRMAweixyU4ZKPYR_PiIfuIvLaxW3sg6GLTUr5zLVVP3zKCnCMZx_6hOih7lglmn5_UP720P6g,"https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Tourism",251223475.0,1610000.0,0.0,193.0,0,17,52,0,1072,"['Food', 'Lifestyle_(sociology)', 'Tourism']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9254428234435964,55.81724504802149,77.24037845323086,73.14698495370371
2360,2360,2360,2363,mj1Vk7SE-TI,2015-01-21T15:00:24Z,UClqhvGmHcvWL9w3R48t9QXQ,DSG Transmission - Explained,https://i.ytimg.com/vi/mj1Vk7SE-TI/hqdefault.jpg,Engineering Explained,Direct-shift Gearbox Transmission (Invention) dual clutch transmission vw dct VW DSG how a dsg works how dsg transmissions work how dct works how dual clutch works direkt-schalt-getriebe volkswagen golf Volkswagen Passat (Automobile Model) Audi (Automobil,PT10M17S,True,en,1982585.0,23769.0,0,1409,"DSG TRANSMISSION

",2011-06-24T19:42:43Z,Engineering Explained,https://yt3.ggpht.com/ytc/AMLnZu-LWdU2IoZyG9d4wmDLruIDBMoGZtvuO9ki-SQwJg=s800-c-k-c0x00ffffff-no-rj,https://yt3.ggpht.com/hvDkxxCtmbFk-ucDo-qhReZ5HKWXEMuffssZQQnVOEefl80c39F5djD4QZyW_jLr6_DRglyb,"https://en.wikipedia.org/wiki/Vehicle,https://en.wikipedia.org/wiki/Lifestyle_(sociology)",606576649.0,3350000.0,0.0,915.0,0,10,17,0,617,"['Vehicle', 'Lifestyle_(sociology)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9294597937625146,34.71164196439746,69.51019337929851,64.42033564814815
41768,41768,41768,41967,eleakTdZTm8,2022-06-06T07:34:53Z,UCCqqvuhldqUbRrvfek50N9w,Why ASX-Listed VGI Partners (ASX:VGI) Is Today's Hot Performing Stock?,https://i.ytimg.com/vi/eleakTdZTm8/hqdefault.jpg,Kalkine Media,VGI Partners’ merger with Regal Funds Regal Funds Management Pty Ltd ticker code from VGI to RPL VGI Partners share price performance directors of VGI Partners Michael Cole Sarah Dulhunty Brendan O’Connor CEO of Regal Funds Clinuvel Pharmaceuticals tabcor,PT3M45S,True,en,52.0,1.0,0,0,"VGI Partners (ASX:VGI) =) |
Acquires RegalFunds ||
HOLLY SHIELDS, Kalkine Media ‘a DX
",2014-08-09T02:24:40Z,Kalkine Media,https://yt3.ggpht.com/zZguiA4T0ZKsuOubadfcE0vv3a3Xzny08of8nOlwGn9dO-xwn4nF2RTIVx7BiYxzYWsZZ7LWvio=s800-c-k-c0x00ffffff-no-rj,https://yt3.ggpht.com/LdNYqbtfyUVvmUOkm9nfgTlSmmaYLhPErLdJcsZCvanIlxlMz97dEyWa1ZHPcG2oQU6ksWY6K2A,"https://en.wikipedia.org/wiki/Society,https://en.wikipedia.org/wiki/Knowledge",4322396.0,53800.0,0.0,12422.0,0,3,45,0,225,"['Society', 'Knowledge']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8132238484301209,63.783439338376425,49.36436273026673,162.56967013888888
43794,43794,43794,44005,sB7ssR0aTWU,2022-07-13T15:57:04Z,UCFdq6R0pohN93_97zZluWxw,"Wednesday Midday Forecast July 13, 2022",https://i.ytimg.com/vi/sB7ssR0aTWU/hqdefault.jpg,FOX 17 WXMI,grand rapids weather grand-rapids weather,PT2M55S,True,en-US,103.0,2.0,0,0,"|

‘Minneapolis
",2006-03-15T16:48:06Z,FOX 17 WXMI,https://yt3.ggpht.com/i-xy9UIA9xuz7qibJZo-UDM3j1U3d0mZJM6fQRO6x9XxkTewfrB8kayn0mcYQ5IBLLjC62ZS=s800-c-k-c0x00ffffff-no-rj,https://yt3.googleusercontent.com/TDIxJ2ZDvoshaBpGuUlKmhYedwdK2tl5BFanIXg-YyFA4eJo1Ho---qaOG3B3tWY1RPu6wkXJA,https://en.wikipedia.org/wiki/Society,14222188.0,25100.0,0.0,24761.0,0,2,55,0,175,['Society'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8192892962760429,30.946345682443035,52.14303620942245,76.23640046296296
33477,33477,33477,33607,IVPDfnH39sg,2021-10-30T16:00:14Z,UConJDkGk921yT9hISzFqpzw,Aquaponic farms in shipping containers: The future of food? | Challengers by Freethink,https://i.ytimg.com/vi/IVPDfnH39sg/hqdefault.jpg,Freethink,aquaponics system aquaponic aquaponic systems what is aquaponics aquaponis aquaponics fish aquaponics systems aquaponics explained aquaponics goldfish aquaponics diy aquaponics farm aquaponics fish pond diy smart farms smart farms vertical farming automat,PT6M56S,True,en,421542.0,14231.0,0,879,,2009-03-24T18:07:38Z,Freethink,https://yt3.ggpht.com/ytc/AMLnZu_niEc8D9amTczfPEduApIkAmLW-vCTFWlyHwwu=s800-c-k-c0x00ffffff-no-rj,https://yt3.ggpht.com/PT5IIu5qRGF_c3kOa3juM1bofQoYR8cSGkaO_vA-ON221gK3vfUI_XiFf-7Zs6Ls01V0whsr5g,"https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Society,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Knowledge",155882966.0,792000.0,0.0,485.0,0,6,56,0,416,"['Technology', 'Society', 'Lifestyle_(sociology)', 'Knowledge']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9102559293321336,53.847086052815776,104.5578054457303,49.48627314814815
50538,50538,50538,50781,EeZaib8zDdg,2022-10-15T04:06:08Z,UCI3h674Zg99ChgWd2GfG5cQ,FNF WEEK 7: TEURLINGS VS LCA,https://i.ytimg.com/vi/EeZaib8zDdg/hqdefault.jpg,KATC,FNF22,PT2M1S,True,None,119.0,1.0,0,0,,2011-09-03T13:12:39Z,KATC,https://yt3.ggpht.com/cI5ev_oCIpPyy40vsGt9mStbP1AZ4xjXIjx05TE0dajgcjLdL8G02dPdf0hfEtRrY6wFVWDbbDI=s800-c-k-c0x00ffffff-no-rj,https://yt3.ggpht.com/dQ5RFLIm1FKKVw5iX9QgJCnAnDjqIilf9I7I1oY4yBVuzG3K6ipzBZfP37iriju0zDN-AS3yog,"https://en.wikipedia.org/wiki/Sport,https://en.wikipedia.org/wiki/Society,https://en.wikipedia.org/wiki/American_football",26588960.0,30700.0,0.0,34891.0,0,2,1,0,121,"['Sport', 'Society', 'American_football']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8507195410889627,31.190469983934843,73.63630113312448,85.17644675925926
50870,50870,50870,51113,A60YIOjSoqE,2022-10-18T12:00:06Z,UCcyDJ0c0ObZl0q0_lzM5p3g,"The Man Saved a Bear Cub, then Her Mom Did Something Unbelievable",https://i.ytimg.com/vi/A60YIOjSoqE/hqdefault.jpg,The Animal Gaze,Animals,PT7M47S,True,en-US,1693226.0,17836.0,0,757,,2022-07-06T10:24:15.705397Z,The Animal Gaze,https://yt3.ggpht.com/gQ4kFCzT_tyt9hmO0XcwrlMUXbDEIr1-YEUcKzIEAtsh1z8scrZl_msRWrJqqPt4DnVsF2bjnQ=s800-c-k-c0x00ffffff-no-rj,https://yt3.googleusercontent.com/x004Q5U5z93apkLfn-0UVwvkteim7NhlaUlv9VTw9DR3vA3njZF1s4HluaLS4tDYBAFA9Kz2,"https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Pet",13814818.0,23600.0,0.0,139.0,0,7,47,0,467,"['Lifestyle_(sociology)', 'Pet']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8975421953508083,16.892628513227976,73.14290123891763,54.29865740740741
26916,26916,26916,27004,Hrcrt5CYpDw,2021-03-25T15:04:35Z,UC-atNYA3fLwGy1LnaXD3nLw,GFT Digital Innovation Lab,https://i.ytimg.com/vi/Hrcrt5CYpDw/hqdefault.jpg,GFT Group,None,PT1M29S,True,en,5154.0,83.0,0,0,,2010-04-16T09:57:50Z,GFT Group,https://yt3.ggpht.com/ytc/AMLnZu_CH-4Ko1YSsKi_HLIw8L0aY7A71J0MAIPr6Ckj7w=s800-c-k-c0x00ffffff-no-rj,https://yt3.ggpht.com/0ipqFgDKV1nmlY6sAPbbFpqQ93x4Yl_sPJC_yorCSPsTq6EcC7uiIEG5rH2l8DaPn9TP7diOYg,"https://en.wikipedia.org/wiki/Society,https://en.wikipedia.org/wiki/Knowledge,https://en.wikipedia.org/wiki/Business",702710.0,3840.0,0.0,489.0,0,1,29,0,89,"['Society', 'Knowledge', 'Business']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8791357802223039,26.789115566660616,63.76839686199399,60.50409143518519
13209,13209,13209,13245,U8A07OR7YFY,2019-03-18T18:00:05Z,UC7_YxT-KID8kRbqZo7MyscQ,Markiplier Makes: LEGO,https://i.ytimg.com/vi/U8A07OR7YFY/hqdefault.jpg,Markiplier,lego legos lego toy lego sets toy toys lego cars lego building markiplier markiplier makes markiplier makes lego funny collab crafting how to how to build lego how to lego,PT17M21S,True,en,5170640.0,190793.0,0,13086,,2012-05-26T20:30:52Z,Markiplier,https://yt3.ggpht.com/ytc/AMLnZu-WuE3FaDVVMSuIFSiVkPZ83w5HDeycRN7mMM6Q-g=s800-c-k-c0x00ffffff-no-rj,https://yt3.ggpht.com/R8VH9M5vOr3RlGzfKlaOAx4P2a7Y48p_jmpK6lWallc7vmn7REH-bgohQdovC1Enlb9ccRle_DI,"https://en.wikipedia.org/wiki/Video_game_culture,https://en.wikipedia.org/wiki/Action-adventure_game,https://en.wikipedia.org/wiki/Action_game,https://en.wikipedia.org/wiki/Role-playing_video_game",19237445300.0,34000000.0,0.0,5357.0,0,17,21,0,1041,"['Video_game_culture', 'Action-adventure_game', 'Action_game', 'Role-playing_video_game']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9536086101659552,57.98714832541124,87.74466976263345,67.90367476851851
42631,42631,42631,42832,pTOWHj2jcyI,2022-06-22T04:43:58Z,UCQaDjAIpg-pd44ats-HXCyA,NFL player returns to Boys & Girls Club in NKY where he received inspiration as a kid,https://i.ytimg.com/vi/pTOWHj2jcyI/hqdefault.jpg,WCPO 9,sports,PT2M56S,True,None,151.0,1.0,0,0,"PAYING IT. 1G IT FORWARC ++ i

LJ / eS EO eee
",2007-03-04T03:45:48Z,WCPO 9,https://yt3.ggpht.com/ytc/AMLnZu_Epm8YUqQftmz3kv-32f4DCxNx8PtCUqGx_3Y-Tg=s800-c-k-c0x00ffffff-no-rj,https://yt3.googleusercontent.com/mfhAkI8KctxwQFVm-bNYISPiKkvRmnC4lKczjXDPcYe4jWap1OknPubboOEqAg7J6X1vgyiFVg,https://en.wikipedia.org/wiki/Society,314928964.0,285000.0,0.0,74883.0,0,2,56,0,176,['Society'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8699331292521154,31.157417722830104,46.81452484489735,79.52071759259259
